,name,salary_from,salary_to,salary_currency,area_name,published_at
3151,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3152,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3153,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3154,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3155,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3156,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3157,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3158,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3159,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3160,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3161,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3162,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3163,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3164,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3165,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3166,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3167,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3168,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3169,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3170,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3171,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3172,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3173,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3174,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3175,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3176,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3177,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3178,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3179,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3180,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3181,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3182,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3183,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3184,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3185,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3186,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3187,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3188,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3189,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3190,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3191,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3192,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3193,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3194,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3195,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3196,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3197,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3198,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3199,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3200,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3201,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3202,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3203,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3204,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3205,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3206,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3207,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3208,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3209,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3210,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3211,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3212,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3213,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3214,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3215,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3216,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3217,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3218,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3219,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3220,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3221,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3222,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3223,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3224,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3225,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3226,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3227,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3228,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3229,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3230,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3231,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3232,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3233,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3234,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3235,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3236,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3237,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3238,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3239,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3240,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3241,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3242,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3243,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3244,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3245,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3246,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3247,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3248,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3249,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3250,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3251,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3252,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3253,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3254,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3255,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3256,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3257,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3258,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3259,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3260,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3261,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3262,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3263,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3264,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3265,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
